x-axis,1
second,Volt
-5.000000E-03,-3.638968667E+00
-4.995000E-03,-3.623893290E+00
-4.990000E-03,-3.618868165E+00
-4.985000E-03,-3.613843039E+00
-4.980000E-03,-3.618868165E+00
-4.975000E-03,-3.613843039E+00
-4.970000E-03,-3.608817914E+00
-4.965000E-03,-3.618868165E+00
-4.960000E-03,-3.638968667E+00
-4.955000E-03,-3.598767662E+00
-4.950000E-03,-3.598767662E+00
-4.945000E-03,-3.618868165E+00
-4.940000E-03,-3.618868165E+00
-4.935000E-03,-3.623893290E+00
-4.930000E-03,-3.618868165E+00
-4.925000E-03,-3.633943541E+00
-4.920000E-03,-3.618868165E+00
-4.915000E-03,-3.618868165E+00
-4.910000E-03,-3.618868165E+00
-4.905000E-03,-3.618868165E+00
-4.900000E-03,-3.618868165E+00
-4.895000E-03,-3.613843039E+00
-4.890000E-03,-3.598767662E+00
-4.885000E-03,-3.618868165E+00
-4.880000E-03,-3.598767662E+00
-4.875000E-03,-3.633943541E+00
-4.870000E-03,-3.608817914E+00
-4.865000E-03,-3.618868165E+00
-4.860000E-03,-3.618868165E+00
-4.855000E-03,-3.618868165E+00
-4.850000E-03,-3.628918416E+00
-4.845000E-03,-3.618868165E+00
-4.840000E-03,-3.618868165E+00
-4.835000E-03,-3.588717411E+00
-4.830000E-03,-3.628918416E+00
-4.825000E-03,-3.613843039E+00
-4.820000E-03,-3.618868165E+00
-4.815000E-03,-3.603792788E+00
-4.810000E-03,-3.618868165E+00
-4.805000E-03,-3.603792788E+00
-4.800000E-03,-3.618868165E+00
-4.795000E-03,-3.638968667E+00
-4.790000E-03,-3.618868165E+00
-4.785000E-03,-3.618868165E+00
-4.780000E-03,-3.618868165E+00
-4.775000E-03,-3.618868165E+00
-4.770000E-03,-3.608817914E+00
-4.765000E-03,-3.623893290E+00
-4.760000E-03,-3.618868165E+00
-4.755000E-03,-3.633943541E+00
-4.750000E-03,-3.608817914E+00
-4.745000E-03,-3.613843039E+00
-4.740000E-03,-3.618868165E+00
-4.735000E-03,-3.598767662E+00
-4.730000E-03,-3.608817914E+00
-4.725000E-03,-3.633943541E+00
-4.720000E-03,-3.618868165E+00
-4.715000E-03,-3.608817914E+00
-4.710000E-03,-3.628918416E+00
-4.705000E-03,-3.613843039E+00
-4.700000E-03,-3.618868165E+00
-4.695000E-03,-3.613843039E+00
-4.690000E-03,-3.598767662E+00
-4.685000E-03,-3.332436007E+00
-4.680000E-03,-3.297260128E+00
-4.675000E-03,-3.282184751E+00
-4.670000E-03,-3.226908370E+00
-4.665000E-03,-3.121380733E+00
-4.660000E-03,-3.096255105E+00
-4.655000E-03,-3.000777719E+00
-4.650000E-03,-2.945501338E+00
-4.645000E-03,-2.900275208E+00
-4.640000E-03,-2.875149580E+00
-4.635000E-03,-2.789722445E+00
-4.630000E-03,-2.714345561E+00
-4.625000E-03,-2.684194808E+00
-4.620000E-03,-2.654044054E+00
-4.615000E-03,-2.573642045E+00
-4.610000E-03,-2.523390790E+00
-4.605000E-03,-2.473139534E+00
-4.600000E-03,-2.432938529E+00
-4.595000E-03,-2.367611897E+00
-4.590000E-03,-2.322385767E+00
-4.585000E-03,-2.272134511E+00
-4.580000E-03,-2.231933506E+00
-4.575000E-03,-2.191732502E+00
-4.570000E-03,-2.151531497E+00
-4.565000E-03,-2.106305367E+00
-4.560000E-03,-2.051028986E+00
-4.555000E-03,-2.010827981E+00
-4.550000E-03,-1.960576725E+00
-4.545000E-03,-1.925400846E+00
-4.540000E-03,-1.910325469E+00
-4.535000E-03,-1.834948586E+00
-4.530000E-03,-1.799772707E+00
-4.525000E-03,-1.749521451E+00
-4.520000E-03,-1.709320446E+00
-4.515000E-03,-1.694245070E+00
-4.510000E-03,-1.659069191E+00
-4.505000E-03,-1.623893312E+00
-4.500000E-03,-1.608817935E+00
-4.495000E-03,-1.568616930E+00
-4.490000E-03,-1.548516428E+00
-4.485000E-03,-1.513340549E+00
-4.480000E-03,-1.468114419E+00
-4.475000E-03,-1.463089293E+00
-4.470000E-03,-1.427913414E+00
-4.465000E-03,-1.422888289E+00
-4.460000E-03,-1.387712410E+00
-4.455000E-03,-1.367611907E+00
-4.450000E-03,-1.337461154E+00
-4.445000E-03,-1.342486280E+00
-4.440000E-03,-1.287209898E+00
-4.435000E-03,-1.297260149E+00
-4.430000E-03,-1.257059145E+00
-4.425000E-03,-1.247008894E+00
-4.420000E-03,-1.247008894E+00
-4.415000E-03,-1.241983768E+00
-4.410000E-03,-1.186707387E+00
-4.405000E-03,-1.171632010E+00
-4.400000E-03,-1.166606884E+00
-4.395000E-03,-1.151531508E+00
-4.390000E-03,-1.116355629E+00
-4.385000E-03,-1.126405880E+00
-4.380000E-03,-1.126405880E+00
-4.375000E-03,-1.121380754E+00
-4.370000E-03,-1.116355629E+00
-4.365000E-03,-1.086204875E+00
-4.360000E-03,-1.086204875E+00
-4.355000E-03,-1.081179750E+00
-4.350000E-03,-1.066104373E+00
-4.345000E-03,-1.071129499E+00
-4.340000E-03,-1.066104373E+00
-4.335000E-03,-1.040978745E+00
-4.330000E-03,-1.035953620E+00
-4.325000E-03,-1.025903368E+00
-4.320000E-03,-1.025903368E+00
-4.315000E-03,-1.010827992E+00
-4.310000E-03,-1.015853117E+00
-4.305000E-03,-1.000777740E+00
-4.300000E-03,-1.005802866E+00
-4.295000E-03,-990.727489E-03
-4.290000E-03,-1.005802866E+00
-4.285000E-03,-970.626987E-03
-4.280000E-03,-985.702364E-03
-4.275000E-03,-965.601861E-03
-4.270000E-03,-965.601861E-03
-4.265000E-03,-970.626987E-03
-4.260000E-03,-945.501359E-03
-4.255000E-03,-960.576736E-03
-4.250000E-03,-965.601861E-03
-4.245000E-03,-950.526485E-03
-4.240000E-03,-925.400857E-03
-4.235000E-03,-940.476234E-03
-4.230000E-03,-935.451108E-03
-4.225000E-03,-940.476234E-03
-4.220000E-03,-905.300355E-03
-4.215000E-03,-940.476234E-03
-4.210000E-03,-915.350606E-03
-4.205000E-03,-925.400857E-03
-4.200000E-03,-925.400857E-03
-4.195000E-03,-890.224978E-03
-4.190000E-03,-915.350606E-03
-4.185000E-03,-940.476234E-03
-4.180000E-03,-925.400857E-03
-4.175000E-03,-915.350606E-03
-4.170000E-03,-925.400857E-03
-4.165000E-03,-920.375731E-03
-4.160000E-03,-905.300355E-03
-4.155000E-03,-905.300355E-03
-4.150000E-03,-895.250103E-03
-4.145000E-03,-905.300355E-03
